STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,AREA_SQFT,AREA_ACRES,POP100_RE,HU100_RE,LOGPL94171,LOGSF1,LOGACS0610,LOGSF1C,SHAPE_AREA,SHAPE_LEN
25,017,354200,25017354200,3542,Census Tract 3542,G5020,1572663.00000000,59367.00000000,+42.3747807,-071.1375299,16938070.52000000,388.84460000,2907,1404,0102676,107105,0003482,0107105,1573604.54343999992,6543.95061828000
25,027,732801,25027732801,7328.01,Census Tract 7328.01,G5020,3483753.00000000,125018.00000000,+42.2389324,-071.7538858,38841585.98000000,891.68010000,4829,2369,0190257,171802,0004143,0171802,3608515.86341999983,9731.37461349000
25,017,351403,25017351403,3514.03,Census Tract 3514.03,G5020,368258.00000000,0.00000000,+42.3863775,-071.0838687,3963634.16000000,90.99250000,4028,1678,0102576,107005,0003456,0107005,368235.13985899999,3004.30704352000
25,027,735200,25027735200,7352,Census Tract 7352,G5020,23847081.00000000,1427439.00000000,+42.2403868,-071.8896051,272032538.32999998,6245.00780000,4257,1681,0190287,171832,0004151,0171832,25272750.85999999940,30106.50741080000
25,027,732901,25027732901,7329.01,Census Tract 7329.01,G5020,4906356.00000000,59352.00000000,+42.2261182,-071.7990704,53446495.92000000,1226.96270000,6592,2965,0190264,171809,0004145,0171809,4965361.82646999974,12733.16632970000
25,027,732201,25027732201,7322.01,Census Tract 7322.01,G5020,1409605.00000000,184854.00000000,+42.2672651,-071.7590113,17161354.79000000,393.97050000,2820,1510,0190218,171763,0004134,0171763,1594348.41333999997,6331.07238435000
25,017,342202,25017342202,3422.02,Census Tract 3422.02,G5020,482935.00000000,0.00000000,+42.4203461,-071.0478548,5198005.82000000,119.32980000,3833,1536,0102481,106910,0003436,0106910,482912.49732400000,3150.63650123000
25,017,342102,25017342102,3421.02,Census Tract 3421.02,G5020,1270332.00000000,1768.00000000,+42.4192406,-071.0390042,13691961.75000000,314.32420000,4066,1683,0102473,106902,0003434,0106902,1272029.97549000010,4753.49603094000
25,017,341500,25017341500,3415,Census Tract 3415,G5020,640335.00000000,0.00000000,+42.4247497,-071.0590124,6892068.99000000,158.22010000,4780,1790,0102432,106861,0003427,0106861,640296.71426399995,4296.12725471000
25,017,341400,25017341400,3414,Census Tract 3414,G5020,973307.00000000,24266.00000000,+42.4189957,-071.0665338,10737120.67000000,246.49040000,6212,2451,0102426,106855,0003426,0106855,997515.15041500004,4999.21096169000
25,027,732700,25027732700,7327,Census Tract 7327,G5020,856138.00000000,921.00000000,+42.2420846,-071.7927394,9224617.85000000,211.76810000,3938,1849,0190252,171797,0004142,0171797,856998.47530900000,5598.67781681000
25,027,730401,25027730401,7304.01,Census Tract 7304.01,G5020,2691315.00000000,28340.00000000,+42.2958941,-071.7846182,29272038.03000000,671.99350000,5444,2453,0190108,171653,0004109,0171653,2719472.19967000000,9608.59940276000
25,027,731800,25027731800,7318,Census Tract 7318,G5020,1584200.00000000,41837.00000000,+42.2690031,-071.7836076,17501173.16000000,401.77170000,6172,2957,0190200,171745,0004130,0171745,1625918.70727999997,6370.72065001000
25,017,341200,25017341200,3412,Census Tract 3412,G5020,1106762.00000000,0.00000000,+42.4213426,-071.0810868,11912325.56000000,273.46940000,6857,2786,0102415,106844,0003424,0106844,1106695.67858999991,4591.36397220000
25,027,732202,25027732202,7322.02,Census Tract 7322.02,G5020,1715783.00000000,10957.00000000,+42.2633341,-071.7713753,18585136.11000000,426.65600000,3240,1372,0190221,171766,0004135,0171766,1726622.56379000004,5778.43119474000
25,027,739200,25027739200,7392,Census Tract 7392,G5020,4829754.00000000,377335.00000000,+42.2785091,-071.7450660,56044463.30000000,1286.60380000,5958,2695,0190343,171890,0004164,0171890,5206721.82433000021,12676.00295700000
25,027,731300,25027731300,7313,Census Tract 7313,G5020,743101.00000000,7345.00000000,+42.2513743,-071.8152408,8077118.41000000,185.42510000,3841,1504,0190174,171719,0004125,0171719,750391.85451199999,4489.99662898000
25,025,180200,25025180200,1802,Census Tract 1802,G5020,1067654.00000000,240959.00000000,+42.3800132,-070.9880989,11491423.52000000,263.80680000,4109,1794,0175632,148622,0004028,0148622,1067592.46974000009,5078.99183131000
25,027,731101,25027731101,7311.01,Census Tract 7311.01,G5020,1380718.00000000,10604.00000000,+42.2561171,-071.8335016,14974942.02000000,343.77740000,3949,1625,0190155,171700,0004120,0171700,1391223.21228000009,6332.13979845000
25,027,738201,25027738201,7382.01,Census Tract 7382.01,G5020,11338312.00000000,328510.00000000,+42.2053304,-071.7152865,125571317.42000000,2882.72080000,4075,1592,0190331,171876,0004161,0171876,11666003.87390000001,14235.09554920000
25,027,732400,25027732400,7324,Census Tract 7324,G5020,994657.00000000,0.00000000,+42.2524275,-071.7890981,10705599.32000000,245.76670000,6459,2458,0190236,171781,0004139,0171781,994586.68704899994,4130.11111242000
25,027,731600,25027731600,7316,Census Tract 7316,G5020,1243328.00000000,18712.00000000,+42.2701525,-071.8088527,13583488.51000000,311.83400000,7357,2656,0190190,171735,0004128,0171735,1261952.41140000010,5125.60572243000
25,017,350104,25017350104,3501.04,Census Tract 3501.04,G5020,913785.00000000,1616.00000000,+42.3939182,-071.0907261,9852662.77000000,226.18600000,7275,2898,0102506,106935,0003442,0106935,915345.98040999996,5455.42443411000
25,017,339802,25017339802,3398.02,Census Tract 3398.02,G5020,1938819.00000000,268689.00000000,+42.4073321,-071.0911432,21245563.41000000,487.73100000,4557,1976,0102384,106813,0003418,0106813,1973785.34840000002,7993.61724856000
25,027,732203,25027732203,7322.03,Census Tract 7322.03,G5020,1144891.00000000,0.00000000,+42.2625853,-071.7826456,12322638.56000000,282.88890000,2853,1262,0190225,171770,0004136,0171770,1144815.14290999994,5815.98018240000
25,017,350103,25017350103,3501.03,Census Tract 3501.03,G5020,892522.00000000,233182.00000000,+42.3948223,-071.0814942,9606387.51000000,220.53230000,1210,520,0102503,106932,0003441,0106932,892466.19100400002,4821.36568485000
25,027,731002,25027731002,7310.02,Census Tract 7310.02,G5020,2649917.00000000,370754.00000000,+42.2499695,-071.8462504,32511867.39000000,746.36980000,6402,2619,0190150,171695,0004119,0171695,3020463.39906999981,8809.72551157000
25,025,030400,25025030400,304,Census Tract 304,G5020,108635.00000000,0.00000000,+42.3644367,-071.0541678,1169226.18000000,26.84170000,2451,1659,0174994,147984,0003882,0147984,108625.10549700000,1854.01414133000
25,025,030300,25025030300,303,Census Tract 303,G5020,691377.00000000,234496.00000000,+42.3600562,-071.0532861,7441425.20000000,170.83160000,4872,2960,0174989,147979,0003881,0147979,691333.79232300003,6659.99578795000
25,027,731001,25027731001,7310.01,Census Tract 7310.01,G5020,4001394.00000000,16136.00000000,+42.2556542,-071.8630124,43241111.37000000,992.67930000,2229,823,0190148,171693,0004118,0171693,4017246.68147999980,11714.17037260000
25,025,180301,25025180301,1803.01,Census Tract 1803.01,G5020,721121.00000000,293948.00000000,+42.3722211,-070.9899980,7761552.44000000,178.18070000,3024,1228,0175637,148627,0004029,0148627,721074.69620799995,3757.61494147000
25,025,051000,25025051000,510,Census Tract 510,G5020,1044305.00000000,210152.00000000,+42.3873027,-071.0161271,11241128.12000000,258.06080000,4089,1784,0175051,148041,0003898,0148041,1044339.12286999996,6183.43055416000
