GEOID10,POP100_RE,HU100_RE,TAZ
250250701018058,0,0,65
250250701018063,0,0,66
250250701018061,0,0,65
250250701018059,34,8,65
250250701018065,0,0,65
250250701018060,62,42,65
250250701018064,0,0,65
250250701018034,16,10,66
250250701018043,0,0,66
250250701018033,0,0,68
250250701015001,0,0,69
250250701015000,223,161,69
250250701015002,228,0,69
250250701012014,0,0,70
250250701012013,0,0,70
250250701012010,181,88,70
250250703001000,84,90,72
250259817001000,0,0,71
250259817001001,0,0,71
250250703001005,0,0,72
250250703001007,287,235,73
250250703001008,0,0,73
250250702003000,1644,13,74
250250606001003,0,0,135
250250606001029,0,0,136
250250606001011,0,0,135
250250606001018,0,0,135
250250606001022,76,93,136
250250606001023,52,31,136
250250606001008,0,0,135
250250606001019,0,0,135
250250606001007,0,0,135
250250606001021,0,0,136
250250606001006,0,0,135
250250606001020,112,72,136
250250606001028,0,0,136
250250606001032,3,1,137
250250606001017,65,47,136
250250606001025,0,0,137
250250606001024,0,0,136
250250606001026,67,48,137
250250606001016,0,0,136
250250606001030,0,0,136
250250606001013,0,0,136
250250612001003,14,9,143
250250612001008,0,0,144
250250606001031,0,0,137
250250612001010,0,0,145
250250612001002,0,0,144
250250612001009,0,0,144
250250606001033,0,0,139
250250606001034,0,0,139
250250606001038,0,0,139
250250606001014,0,0,139
250250606001065,450,304,139
250250606001039,0,0,139
250250606001009,0,0,139
250250606001012,0,0,139
250250606001040,0,0,139
250250606001010,0,0,139
250250606001043,0,0,139
250250606001035,0,0,139
250250606001036,0,0,139
250250606001037,0,0,139
250250606001070,0,0,139
250250606001049,0,0,139
250250606001075,0,0,149
250250606001051,0,0,148
250250606001074,0,0,149
250250606001067,0,0,139
250250606001066,0,0,139
250250606001052,0,0,157
250250606001068,0,0,139
250250606001063,174,132,139
250250606001055,0,0,140
250250606001044,0,0,139
250250606001047,0,0,148
250250606001046,0,0,139
250250606001050,0,0,148
250250606001054,0,0,140
250250606001097,0,0,139
250250606001041,0,0,139
250250606001045,0,0,139
250250606001042,0,0,139
250250606001071,0,0,139
250250606001056,0,0,140
250250606001064,78,58,139
250250606001069,0,0,139
250259812021028,0,0,140
250259812021017,0,0,140
250259812021003,0,0,141
250259812021005,0,0,140
250250606001002,0,0,140
250250606001057,0,0,142
250250606001058,0,0,140
250250606001072,0,0,142
250250606001102,0,0,140
250250606001061,0,0,140
250259812021022,0,0,142
250259812021029,0,0,140
250250606001060,0,0,140
250250606001062,2,1,140
250259812021019,207,0,142
250259812021032,0,0,140
250250606001093,0,0,140
250259812021023,0,0,140
250250606001059,0,0,140
250259812021031,0,0,140
250250606001094,0,0,140
250259812021030,0,0,140
250259812021016,0,0,141
250259812021002,0,0,141
250259812021001,0,0,141
250259812021026,0,0,141
250259812021020,0,0,141
250259812021024,0,0,141
250259812021021,0,0,142
250259812021018,0,0,142
250250606001101,0,0,157
250259812021025,0,0,142
250250606001073,0,0,142
250250612001015,0,0,144
250250612001007,0,0,144
250250612001029,0,0,145
250250612001028,202,136,145
250250612001018,0,0,144
250250612001017,0,0,144
250250612001016,0,0,144
250250612001005,0,0,146
250250612001006,0,0,144
250250612001061,0,0,145
250250612001032,0,0,146
250250612001108,0,0,145
250250612001027,0,0,145
250250612001035,0,0,146
250250612001019,0,0,145
250250612001025,0,0,151
250250612001107,0,0,145
250250612001026,0,0,145
250250612001060,0,0,147
250250612001033,0,0,145
250250612001034,0,30,145
250250612001030,319,208,145
250250612001020,0,0,148
250250612001031,2,1,145
250250612001036,0,0,146
250250612001052,0,0,146
250250612001089,0,0,152
250250607001000,151,50,152
250250607002003,962,312,152
250250612001090,17,12,147
250250612001068,0,0,147
250250612001091,0,0,147
250250607002004,45,17,152
250250612001088,0,0,154
250250612001097,19,14,151
250250612001058,0,0,147
250250612001059,0,0,147
250250612001057,27,14,147
250250612001093,0,0,152
250250612001106,33,13,151
250250612001103,0,0,151
250250608004007,0,0,153
250250612001069,0,0,147
250250612001102,0,0,147
250250612001098,0,0,151
250250612001055,12,8,147
250250612001054,3,3,147
250250612001094,31,18,152
250250612001066,0,0,147
250250607001010,26,9,152
250250612001063,0,0,147
250250607001009,47,15,152
250250608004006,0,0,153
250250607002000,17,8,152
250250607002002,73,25,152
250250612002001,0,0,154
250250612001062,35,14,147
250250607001007,72,26,152
250250612001064,18,12,147
250250607001008,62,25,152
250250607001002,75,25,152
250250612001067,0,0,147
250250612001070,0,0,130
250250607001001,69,24,152
250250612001095,8,5,152
250250612001053,99,71,147
250250612001049,366,262,147
250250612001092,17,8,152
250250612001096,6,1,151
250250612001056,7,6,147
250250612001065,0,0,147
250250612001050,62,48,147
250250607001011,41,14,152
250250608004008,0,0,153
250250606001077,0,0,148
250250606001078,0,0,148
250250612001023,0,0,148
250250606001048,0,0,148
250250612001022,0,0,148
250250612001021,0,0,148
250250612001011,0,0,148
250250606001076,66,43,150
250250612001012,0,0,148
250250606001079,0,0,151
250250612001101,1,6,151
250250612001024,0,0,148
250250601012004,185,106,162
250250601014003,262,191,162
250250602002002,161,82,162
250250602002009,38,20,162
250250602002000,98,43,162
250250602001005,89,46,162
250250601014010,23,16,162
250250602002005,36,18,162
250250602002008,0,0,162
250250602002003,248,139,162
250250601012003,87,48,162
250259812011013,0,0,162
250250602002006,64,26,162
250250602002007,32,22,162
250250602002001,74,48,162
250250602002010,104,48,162
250250603011000,230,154,162
250250602001003,112,51,162
250250602001004,166,79,162
250250602002004,240,134,162
250250602002011,0,0,162
250250603011004,211,113,162
250250601014004,145,65,162
250250601014009,0,0,162
250250605012001,149,82,163
250250605013007,7,2,163
250250605012005,62,39,163
250250605012004,229,120,163
250250603013001,57,29,163
250250605011003,103,56,163
250250605013004,134,88,163
250250603013002,16,10,163
250250605015003,194,80,156
250250604005000,131,77,166
250250605013005,34,17,163
250250605012003,141,94,163
250250603013003,119,61,163
250250603013004,81,45,163
250250603013009,49,25,164
250250605013006,234,135,163
250250604001000,117,59,163
250250605011001,183,95,163
250250605013008,71,48,163
250250605012000,135,81,163
250250605012002,152,92,163
250250603013005,141,80,163
250250604001002,140,74,164
250250604002001,224,129,164
250250603011002,202,111,164
250250603013006,50,27,164
250250604001001,288,146,164
250250604001006,100,47,164
250250604001005,114,61,164
250250603013007,203,78,164
250250603013008,110,62,164
250250603011001,308,173,164
250250603011003,155,101,164
250250604001004,70,33,164
250250604001003,192,122,164
250250603011005,179,89,164
250250604002000,292,150,164
250250604004002,78,44,165
250259812011017,0,0,167
250250604004007,0,0,165
250250603012004,180,81,165
250250604003007,0,0,165
250250604002005,75,46,165
250250603012003,110,53,165
250250604004006,164,93,165
250250604002002,76,34,165
250250603012006,0,0,165
250250604004001,105,63,165
250250604004000,155,86,165
250250604004004,150,120,165
250250604003005,0,0,165
250250604003002,99,96,165
250250603012000,80,39,165
250250604002003,224,119,165
250250604002004,97,52,165
250250603012001,118,66,165
250250603012005,110,56,165
250250604003001,162,80,165
250250604003004,91,55,165
250250603012002,101,50,165
250250604004003,122,66,165
250250604003008,113,51,165
250250604004005,319,197,165
250250604003003,93,47,165
250250604003006,57,28,165
250250604003000,227,109,165
250250604005004,0,0,166
250259812011015,0,0,167
250250608002008,44,24,153
250250610001001,162,73,166
250250608001004,157,67,156
250250608002007,31,17,156
250250610001006,136,65,155
250250608001003,130,70,156
250250604005002,81,39,166
250250608001002,110,68,156
250250610001005,83,50,155
250250604005005,91,45,166
250250610001002,117,63,166
250250608001005,42,24,156
250250604005001,171,80,166
250250604005003,282,0,166
250250610001000,136,77,166
250250604005006,94,42,166
250250604005007,110,53,166
250250608001006,0,0,156
250250608001007,43,28,156
250250612003002,120,64,154
250259812011026,0,0,167
250250611012006,245,121,167
250250907002001,284,176,134
250250907002002,255,111,134
250259812011019,0,0,167
250250611012000,0,10,167
250250612003012,116,50,167
250250907004000,0,0,167
250250907004009,14,7,167
250250907004008,0,0,134
250250612003013,13,7,167
250250907002000,229,99,134
250259812011025,0,0,167
250250611011000,322,155,167
250250909011001,0,0,355
250250611011001,138,52,167
250250611012002,314,152,167
250250907001001,0,0,134
250250612003009,72,39,167
250250611011003,134,57,167
250250612003003,243,131,154
250250612003006,98,55,154
250250610003009,0,0,155
250250907004016,179,80,134
250259812011033,0,0,167
250250907002004,225,103,134
250250907004017,138,66,134
250250612003014,5,5,167
250250907002005,30,19,134
250250610003001,0,0,155
250250611012001,304,138,167
250250612003010,0,0,167
250250910014000,0,0,167
250250907001002,0,0,134
250250610003010,0,0,155
250250907001007,0,0,134
250250907001000,0,0,134
250250612002019,13,9,154
250250907001004,100,62,134
250259812011020,0,0,167
250259812011027,0,0,167
250250612003004,25,12,167
250250612003007,69,29,154
250250907004007,0,0,134
250259812011022,0,0,167
250259812011034,0,0,167
250250610003008,0,0,155
250259812011031,0,0,167
250259812011023,0,0,167
250250611011002,23,14,167
250250611012003,129,59,167
250250611012005,135,83,167
250250612003011,32,27,167
250250907001006,170,73,134
250250907002003,230,136,134
250250610003000,0,0,155
250259812011024,0,0,167
250250611012007,488,203,167
250250907001005,0,0,134
250250611012004,0,0,167
250250907004014,0,0,133
250250612003008,47,20,167
250259812011032,0,0,167
250250907001003,0,0,134
250250612003005,25,13,167
250259812011021,0,0,167
250250512002002,384,164,169
250250512002007,195,97,169
250250504002006,263,141,170
250250512001005,0,0,168
250250512002003,17,9,169
250250512003003,5,3,169
250250504002005,101,58,170
250250512003001,41,22,169
250250512001003,0,0,168
250250512002000,332,159,169
250250512002004,112,49,169
250250512001006,0,0,168
250250512003002,294,174,169
250250512003005,52,42,169
250250512003006,40,20,169
250250512003004,8,5,169
250250512001004,0,0,172
250250512002001,363,142,169
250250512002005,33,18,169
250250512001000,0,0,168
250250512003000,359,183,169
250250512002006,112,54,169
250250512001002,32,19,168
250250512001007,0,0,168
250250504002003,527,207,170
250250504002002,268,112,170
250259813002090,75,27,183
250259813002091,0,0,183
250259813002082,0,0,183
250250504002001,344,129,170
250250504002004,67,31,170
250250504001006,49,14,171
250250504001004,2,1,171
250250504002000,165,119,170
250250504001005,193,82,171
250250506002007,78,34,171
250250504001002,0,1,171
250250506002006,0,0,171
250250504001001,36,12,171
250250506002004,89,24,171
250250503001009,13,18,173
250250506002003,19,5,171
250250503001010,128,33,173
250250506002005,115,40,171
250250506002002,101,34,171
250250504001003,73,24,171
250250503001012,47,20,173
250250506002001,287,104,171
250250506001014,300,147,174
250250503001021,138,50,173
250250503001011,0,0,173
250250503002000,48,14,172
250250503001022,24,12,173
250250504001000,284,104,171
250250503001023,81,38,173
250250503001017,0,0,172
250250503002005,136,34,172
250250503001015,0,0,172
250250503002007,0,0,172
250250503001014,0,0,173
250250503001007,18,8,173
250250503001018,0,0,172
250250503002003,339,145,172
250250503001013,7,6,173
250250503001008,13,5,173
250250503002006,685,474,172
250250503002004,125,39,172
250250503002001,148,40,172
250250503002002,43,13,172
250250503001019,0,0,172
250250506001011,0,0,174
250250507001001,174,69,180
